0.0, 0.1, 0.0, SKS, 1, TW0001, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0028, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0029, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0030, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0031, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0032, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0033, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0034, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0035, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0036, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0037, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0038, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0039, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0040, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0041, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0042, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0043, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0044, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0045, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0046, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0047, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0048, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0049, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0050, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0051, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0052, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0053, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0054, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0055, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0056, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0057, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0058, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0059, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0060, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0061, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0062, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0063, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0064, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0065, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0066, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0067, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0068, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0069, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0070, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0071, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0072, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0073, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0074, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0075, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0076, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0077, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0078, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0079, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0080, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0081, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0082, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0083, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0084, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0085, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0086, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0087, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0088, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0089, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0090, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0091, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0092, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0093, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0094, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0095, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0096, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0097, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0098, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0099, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0100, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0101, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0102, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0103, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0104, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0105, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0106, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0107, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0108, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0109, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0110, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0111, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0112, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0113, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0114, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0115, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0116, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0117, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0118, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0119, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0120, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0121, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0122, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0123, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0124, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0125, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0126, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0127, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0128, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0129, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0130, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0131, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0132, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0133, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0134, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0135, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0136, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0137, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0138, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0139, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0140, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0141, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0142, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0143, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0144, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0145, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0146, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0147, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0148, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0149, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0150, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0151, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0152, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0153, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0154, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0155, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0156, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0157, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0158, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0159, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0160, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0161, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0162, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0163, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0164, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0165, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0166, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0167, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0168, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0169, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0170, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0171, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0172, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0173, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0174, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0175, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0176, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0177, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0178, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0179, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0180, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0181, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0182, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0183, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0184, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0185, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0186, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0187, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0188, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0189, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0190, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0191, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0192, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0193, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0194, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0195, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0196, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0197, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0198, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0199, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0200, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0201, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0202, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0203, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0204, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0205, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0206, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0207, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0208, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0209, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0210, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0211, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0212, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0213, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0214, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0215, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0216, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0217, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0218, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0219, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0220, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0221, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0222, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0223, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0224, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0225, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0226, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0227, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0228, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0229, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0230, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0231, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0232, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0233, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0234, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0235, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0236, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0237, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0238, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0239, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0240, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0241, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0242, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0243, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0244, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0245, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0246, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0247, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0248, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0249, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0250, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0251, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0252, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0253, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0254, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0255, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0256, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0257, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0258, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0259, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0260, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0261, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0262, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0263, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0264, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0265, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0266, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0267, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0268, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0269, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0270, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0271, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0272, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0273, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0274, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0275, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0276, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0277, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0278, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0279, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0280, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0281, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0282, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0283, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0284, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0285, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0286, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0287, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0288, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0289, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0290, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0291, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0292, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0293, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0294, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0295, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0296, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0297, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0298, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0299, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0300, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0301, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0302, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0303, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0304, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0305, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0306, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0307, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0308, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0309, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0310, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0311, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0312, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0313, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0314, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0315, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0316, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0317, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0318, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0319, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0320, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0321, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0322, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0323, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0324, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0325, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0326, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0327, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0328, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0329, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0330, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0331, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0332, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0333, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0334, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0335, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0336, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0337, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0338, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0339, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0340, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0341, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0342, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0343, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0344, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0345, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0346, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0347, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0348, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0349, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0350, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0351, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0352, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0353, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0354, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0355, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0356, ???, 0.7853981633974483
0.0, 0.1, 0.0, SKS, 1, TW0357, ???, 0.7853981633974483
